Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total
2018,2,Tucumán,"169,926.00",31.00,"169,957.00"
2018,1,Buenos Aires,"3,464,882.00","10,564.00","3,475,446.00"
2018,1,Capital Federal,"1,359,882.00","6,688.00","1,366,570.00"
2018,1,Catamarca,"33,934.00",11.00,"33,945.00"
2018,1,Chaco,"96,925.00",12.00,"96,937.00"
2018,1,Chubut,"95,532.00","2,427.00","97,959.00"
2018,1,Córdoba,"713,825.00",101.00,"713,926.00"
2018,1,Corrientes,"94,406.00",11.00,"94,417.00"
2018,1,Entre Ríos,"197,346.00",48.00,"197,394.00"
2018,1,Formosa,"32,328.00",0.00,"32,328.00"
2018,1,Jujuy,"44,405.00",1.00,"44,406.00"
2018,1,La Pampa,"82,668.00",396.00,"83,064.00"
2018,1,La Rioja,"52,228.00",17.00,"52,245.00"
2018,1,Mendoza,"199,463.00","1,484.00","200,947.00"
2018,1,Misiones,"10,358.00",0.00,"10,358.00"
2018,1,Neuquén,"115,897.00","2,006.00","117,903.00"
2018,1,Río Negro,"110,057.00","1,062.00","111,119.00"
2018,1,Salta,"133,182.00",1.00,"133,183.00"
2018,1,San Juan,"6,261.00",658.00,"63,268.00"
2018,1,San Luis,"21,096.00",300.00,"21,396.00"
2018,1,Santa Cruz,"3,397.00",435.00,"34,405.00"
2018,1,Santa Fe,"679,717.00",309.00,"680,026.00"
2018,1,Santiago Del Estero,"82,916.00",2.00,"82,918.00"
2018,1,Tierra Del Fuego,"31,106.00",508.00,"31,614.00"
2018,1,Tucumán,"168,026.00",31.00,"168,057.00"
2017,4,Buenos Aires,"3,171,206.00","1,069.00","3,181,896.00"
2017,4,Capital Federal,"1,575,418.00","6,906.00","1,582,324.00"
2017,4,Catamarca,"29,548.00",10.00,"29,558.00"
2017,4,Chaco,"96,603.00",12.00,"96,615.00"
2017,4,Chubut,"91,012.00","2,428.00","9,344.00"
2017,4,Córdoba,"709,874.00",105.00,"709,979.00"
2017,4,Corrientes,"9,376.00",11.00,"93,771.00"
2017,4,Entre Ríos,"193,654.00",49.00,"193,703.00"
2017,4,Formosa,"32,056.00",0.00,"32,056.00"
2017,4,Jujuy,"43,551.00",1.00,"43,552.00"
2017,4,La Pampa,"81,675.00",396.00,"82,071.00"
2017,4,La Rioja,"52,177.00",17.00,"52,194.00"
2017,4,Mendoza,"178,661.00",149.00,"180,151.00"
2017,4,Misiones,"103,895.00",0.00,"103,895.00"
2017,4,Neuquén,"114,965.00","2,006.00","116,971.00"
2017,4,Río Negro,"108,702.00","1,062.00","109,764.00"
2017,4,Salta,"132,811.00",1.00,"132,812.00"
2017,4,San Juan,"57,965.00",659.00,"58,624.00"
2017,4,San Luis,"14,604.00",300.00,"14,904.00"
2017,4,Santa Cruz,"29,018.00",434.00,"29,452.00"
2017,4,Santa Fe,"672,137.00",323.00,"67,246.00"
2017,4,Santiago Del Estero,"68,842.00",2.00,"68,844.00"
2017,4,Tierra Del Fuego,"28,346.00",508.00,"28,854.00"
2017,4,Tucumán,"162,298.00",34.00,"162,332.00"
2017,3,Buenos Aires,"3,046,758.00","11,202.00","3,057,960.00"
2017,3,Capital Federal,"1,563,289.00",707.00,"1,570,359.00"
2017,3,Catamarca,"33,467.00",11.00,"33,478.00"
2017,3,Chaco,"93,747.00",12.00,"93,759.00"
2017,3,Chubut,"81,067.00","2,477.00","83,544.00"
2017,3,Córdoba,"696,536.00",108.00,"696,644.00"
2017,3,Corrientes,"92,536.00",12.00,"92,548.00"
2017,3,Entre Ríos,"185,414.00",50.00,"185,464.00"
2017,3,Formosa,"32,105.00",0.00,"32,105.00"
2017,3,Jujuy,"43,241.00",1.00,"43,242.00"
2017,3,La Pampa,"7,928.00",410.00,"7,969.00"
2017,3,La Rioja,"51,896.00",17.00,"51,913.00"
2017,3,Mendoza,"190,958.00","1,533.00","192,491.00"
2017,3,Misiones,"100,476.00",0.00,"100,476.00"
2017,3,Neuquén,"113,755.00","2,029.00","115,784.00"
2017,3,Río Negro,"106,393.00","1,103.00","107,496.00"
2017,3,Salta,"132,517.00",1.00,"132,518.00"
2017,3,San Juan,"61,789.00",660.00,"62,449.00"
2017,3,San Luis,"21,408.00",311.00,"21,719.00"
2017,3,Santa Cruz,"33,222.00",468.00,"3,369.00"
2017,3,Santa Fe,"662,086.00",256.00,"662,342.00"
2017,3,Santiago Del Estero,"82,792.00",2.00,"82,794.00"
2017,3,Tierra Del Fuego,"30,883.00",583.00,"31,466.00"
2017,3,Tucumán,"160,979.00",33.00,"161,012.00"
2017,2,Buenos Aires,"3,067,430.00","11,201.00","3,078,631.00"
2017,2,Capital Federal,"1,592,175.00","8,016.00","1,600,191.00"
2017,2,Catamarca,"26,692.00",13.00,"26,705.00"
2017,2,Chaco,"90,597.00",14.00,"90,611.00"
2017,2,Chubut,"62,245.00",173.00,"63,975.00"
2017,2,Córdoba,"657,505.00",133.00,"657,638.00"
2017,2,Corrientes,"90,085.00",12.00,"90,097.00"
2017,2,Entre Ríos,"182,675.00",57.00,"182,732.00"
2017,2,Formosa,"29,956.00",0.00,"29,956.00"
2017,2,Jujuy,"42,656.00",1.00,"42,657.00"
2017,2,La Pampa,"72,573.00",449.00,"73,022.00"
2017,2,La Rioja,"16,271.00",18.00,"16,289.00"
2017,2,Mendoza,"169,302.00","1,451.00","170,753.00"
2017,2,Misiones,"99,794.00",0.00,"99,794.00"
2017,2,Neuquén,"115,321.00","2,112.00","117,433.00"
2017,2,Río Negro,"100,621.00",998.00,"101,619.00"
2017,2,Salta,"10,854.00",1.00,"108,541.00"
2017,2,San Juan,"51,261.00",620.00,"51,881.00"
2017,2,San Luis,"12,992.00",315.00,"13,307.00"
2017,2,Santa Cruz,"26,019.00",369.00,"26,388.00"
2017,2,Santa Fe,"566,918.00",362.00,"56,728.00"
2017,2,Santiago Del Estero,"33,194.00",2.00,"33,196.00"
2017,2,Tierra Del Fuego,"31,938.00",619.00,"32,557.00"
2017,2,Tucumán,"154,374.00",37.00,"154,411.00"
2017,1,Buenos Aires,"3,178,174.00","11,202.00","3,189,376.00"
2017,1,Capital Federal,"1,391,030.00","8,016.00","1,399,046.00"
2017,1,Catamarca,"26,304.00",13.00,"26,317.00"
2017,1,Chaco,"89,036.00",14.00,"8,905.00"
2017,1,Chubut,"62,166.00",173.00,"63,896.00"
2017,1,Córdoba,"641,066.00",133.00,"641,199.00"
2017,1,Corrientes,"88,596.00",12.00,"88,608.00"
2017,1,Entre Ríos,"180,296.00",57.00,"180,353.00"
2017,1,Formosa,"29,705.00",0.00,"29,705.00"
2017,1,Jujuy,"43,202.00",1.00,"43,203.00"
2017,1,La Pampa,"71,458.00",455.00,"71,913.00"
2017,1,La Rioja,"16,207.00",18.00,"16,225.00"
2017,1,Mendoza,"169,282.00","1,451.00","170,733.00"
2017,1,Misiones,"97,619.00",0.00,"97,619.00"
2017,1,Neuquén,"113,227.00","2,112.00","115,339.00"
2017,1,Río Negro,"100,288.00",1.00,"101,288.00"
2017,1,Salta,"107,632.00",1.00,"107,633.00"
2017,1,San Juan,"51,253.00",620.00,"51,873.00"
2017,1,San Luis,"12,992.00",315.00,"13,307.00"
2017,1,Santa Cruz,"26,116.00",370.00,"26,486.00"
2017,1,Santa Fe,"56,252.00",362.00,"562,882.00"
2017,1,Santiago Del Estero,"34,473.00",2.00,"34,475.00"
2017,1,Tierra Del Fuego,"31,938.00",619.00,"32,557.00"
2017,1,Tucumán,"152,734.00",37.00,"152,771.00"
2016,4,Buenos Aires,"3,131,499.00","11,202.00","3,142,701.00"
2016,4,Capital Federal,"1,393,443.00","8,016.00","1,401,459.00"
2016,4,Catamarca,"27,021.00",13.00,"27,034.00"
2016,4,Chaco,"88,833.00",14.00,"88,847.00"
2016,4,Chubut,"62,035.00",173.00,"63,765.00"
2016,4,Córdoba,"636,422.00",133.00,"636,555.00"
2016,4,Corrientes,"88,084.00",12.00,"88,096.00"
2016,4,Entre Ríos,"180,188.00",57.00,"180,245.00"
2016,4,Formosa,"29,513.00",0.00,"29,513.00"
2016,4,Jujuy,"42,624.00",1.00,"42,625.00"
2016,4,La Pampa,"71,368.00",460.00,"71,828.00"
2016,4,La Rioja,"16,298.00",18.00,"16,316.00"
2016,4,Mendoza,"169,274.00","1,451.00","170,725.00"
2016,4,Misiones,"9,739.00",0.00,"9,739.00"
2016,4,Neuquén,"111,723.00","2,112.00","113,835.00"
2016,4,Río Negro,"10,002.00",1.00,"10,102.00"
2016,4,Salta,"106,934.00",1.00,"106,935.00"
2016,4,San Juan,"51,301.00",620.00,"51,921.00"
2016,4,San Luis,"12,992.00",315.00,"13,307.00"
2016,4,Santa Cruz,"26,094.00",370.00,"26,464.00"
2016,4,Santa Fe,"56,147.00",362.00,"561,832.00"
2016,4,Santiago Del Estero,"35,049.00",2.00,"35,051.00"
2016,4,Tierra Del Fuego,"31,938.00",619.00,"32,557.00"
2016,4,Tucumán,"151,615.00",37.00,"151,652.00"
2016,3,Buenos Aires,"3,075,387.00","11,205.00","3,086,592.00"
2016,3,Capital Federal,"1,395,053.00","8,051.00","1,403,104.00"
2016,3,Catamarca,"26,957.00",13.00,"2,697.00"
2016,3,Chaco,"89,216.00",14.00,"8,923.00"
2016,3,Chubut,"62,222.00",173.00,"63,952.00"
2016,3,Córdoba,"642,458.00",133.00,"642,591.00"
2016,3,Corrientes,"88,328.00",12.00,"8,834.00"
2016,3,Entre Ríos,"181,092.00",57.00,"181,149.00"
2016,3,Formosa,"27,716.00",0.00,"27,716.00"
2016,3,Jujuy,"42,537.00",1.00,"42,538.00"
2016,3,La Pampa,"69,903.00",461.00,"70,364.00"
2016,3,La Rioja,"16,912.00",18.00,"1,693.00"
2016,3,Mendoza,"169,174.00",145.00,"170,624.00"
2016,3,Misiones,"97,997.00",0.00,"97,997.00"
2016,3,Neuquén,"110,491.00","2,112.00","112,603.00"
2016,3,Río Negro,"100,024.00","1,002.00","101,026.00"
2016,3,Salta,"10,779.00",1.00,"107,791.00"
2016,3,San Juan,"51,348.00",620.00,"51,968.00"
2016,3,San Luis,"12,978.00",315.00,"13,293.00"
2016,3,Santa Cruz,"25,886.00",371.00,"26,257.00"
2016,3,Santa Fe,"566,625.00",386.00,"567,011.00"
2016,3,Santiago Del Estero,"35,658.00",2.00,"3,566.00"
2016,3,Tierra Del Fuego,"31,306.00",619.00,"31,925.00"
2016,3,Tucumán,"151,282.00",37.00,"151,319.00"
2016,2,Buenos Aires,"3,032,776.00","12,515.00","3,045,291.00"
2016,2,Capital Federal,"1,384,824.00",976.00,"1,394,584.00"
2016,2,Catamarca,"26,543.00",13.00,"26,556.00"
2016,2,Chaco,"88,235.00",16.00,"88,251.00"
2016,2,Chubut,"62,116.00",174.00,"63,856.00"
2016,2,Córdoba,"63,468.00",234.00,"634,914.00"
2016,2,Corrientes,"86,932.00",24.00,"86,956.00"
2016,2,Entre Ríos,"178,194.00",179.00,"178,373.00"
2016,2,Formosa,"28,801.00",1.00,"28,802.00"
2016,2,Jujuy,"41,187.00",2.00,"41,189.00"
2016,2,La Pampa,"68,403.00",485.00,"68,888.00"
2016,2,La Rioja,"16,718.00",18.00,"16,736.00"
2016,2,Mendoza,"169,274.00",155.00,"170,824.00"
2016,2,Misiones,"95,808.00",7.00,"95,815.00"
2016,2,Neuquén,"108,224.00","2,291.00","110,515.00"
2016,2,Río Negro,"99,631.00","1,073.00","100,704.00"
2016,2,Salta,"104,929.00",3.00,"104,932.00"
2016,2,San Juan,"51,392.00",621.00,"52,013.00"
2016,2,San Luis,"12,939.00",317.00,"13,256.00"
2016,2,Santa Cruz,"25,797.00",356.00,"26,153.00"
2016,2,Santa Fe,"563,867.00",607.00,"564,474.00"
2016,2,Santiago Del Estero,"36,958.00",3.00,"36,961.00"
2016,2,Tierra Del Fuego,"3,074.00",619.00,"31,359.00"
2016,2,Tucumán,"148,636.00",41.00,"148,677.00"
2016,1,Buenos Aires,"2,929,903.00","12,612.00","2,942,515.00"
2016,1,Capital Federal,"1,328,079.00","9,817.00","1,337,896.00"
2016,1,Catamarca,"26,376.00",13.00,"26,389.00"
2016,1,Chaco,"86,635.00",16.00,"86,651.00"
2016,1,Chubut,"6,206.00",174.00,638.00
2016,1,Córdoba,"609,692.00",234.00,"609,926.00"
2016,1,Corrientes,"8,551.00",26.00,"85,536.00"
2016,1,Entre Ríos,"174,634.00",179.00,"174,813.00"
2016,1,Formosa,"28,313.00",1.00,"28,314.00"
2016,1,Jujuy,"40,287.00",2.00,"40,289.00"
2016,1,La Pampa,"65,442.00",487.00,"65,929.00"
2016,1,La Rioja,"16,673.00",18.00,"16,691.00"
2016,1,Mendoza,"169,257.00","1,553.00","17,081.00"
2016,1,Misiones,"92,951.00",7.00,"92,958.00"
2016,1,Neuquén,"101,969.00","2,292.00","104,261.00"
2016,1,Río Negro,"98,745.00","1,077.00","99,822.00"
2016,1,Salta,"102,423.00",3.00,"102,426.00"
2016,1,San Juan,"51,373.00",621.00,"51,994.00"
2016,1,San Luis,"12,915.00",317.00,"13,232.00"
2016,1,Santa Cruz,"25,931.00",356.00,"26,287.00"
2016,1,Santa Fe,"551,378.00",618.00,"551,996.00"
2016,1,Santiago Del Estero,"37,695.00",3.00,"37,698.00"
2016,1,Tierra Del Fuego,"29,867.00",619.00,"30,486.00"
2016,1,Tucumán,"146,596.00",41.00,"146,637.00"
2015,4,Buenos Aires,"2,946,743.00","12,642.00","2,959,385.00"
2015,4,Capital Federal,"1,360,381.00","9,845.00","1,370,226.00"
2015,4,Catamarca,"26,459.00",13.00,"26,472.00"
2015,4,Chaco,"86,537.00",16.00,"86,553.00"
2015,4,Chubut,"62,279.00",174.00,"64,019.00"
2015,4,Córdoba,"625,835.00",235.00,"62,607.00"
2015,4,Corrientes,"85,409.00",26.00,"85,435.00"
2015,4,Entre Ríos,"173,957.00",180.00,"174,137.00"
2015,4,Formosa,"28,088.00",1.00,"28,089.00"
2015,4,Jujuy,"39,922.00",2.00,"39,924.00"
2015,4,La Pampa,"66,054.00",312.00,"66,366.00"
2015,4,La Rioja,"16,914.00",18.00,"16,932.00"
2015,4,Mendoza,"169,251.00","1,556.00","170,807.00"
2015,4,Misiones,"92,846.00",7.00,"92,853.00"
2015,4,Neuquén,"105,122.00","2,294.00","107,416.00"
2015,4,Río Negro,"98,655.00","1,067.00","99,722.00"
2015,4,Salta,"101,917.00",3.00,"10,192.00"
2015,4,San Juan,"51,408.00",621.00,"52,029.00"
2015,4,San Luis,"12,901.00",317.00,"13,218.00"
2015,4,Santa Cruz,"26,047.00",356.00,"26,403.00"
2015,4,Santa Fe,"561,045.00",627.00,"561,672.00"
2015,4,Santiago Del Estero,"39,132.00",3.00,"39,135.00"
2015,4,Tierra Del Fuego,"29,334.00",619.00,"29,953.00"
2015,4,Tucumán,"146,053.00",42.00,"146,095.00"
2015,3,Buenos Aires,"2,916,070.00","12,695.00","2,928,765.00"
2015,3,Capital Federal,"1,362,193.00","9,875.00","1,372,068.00"
2015,3,Catamarca,"2,608.00",13.00,"26,093.00"
2015,3,Chaco,"85,354.00",16.00,"8,537.00"
2015,3,Chubut,"62,143.00",174.00,"63,883.00"
2015,3,Córdoba,"622,761.00",237.00,"622,998.00"
2015,3,Corrientes,"84,931.00",28.00,"84,959.00"
2015,3,Entre Ríos,"172,252.00",182.00,"172,434.00"
2015,3,Formosa,"27,751.00",1.00,"27,752.00"
2015,3,Jujuy,"39,548.00",2.00,"3,955.00"
2015,3,La Pampa,"64,976.00",495.00,"65,471.00"
2015,3,La Rioja,"16,753.00",18.00,"16,771.00"
2015,3,Mendoza,"169,261.00","1,562.00","170,823.00"
2015,3,Misiones,"91,615.00",7.00,"91,622.00"
2015,3,Neuquén,"98,376.00",224.00,"100,616.00"
2015,3,Río Negro,"98,529.00","1,085.00","99,614.00"
2015,3,Salta,"10,057.00",3.00,"100,573.00"
2015,3,San Juan,"51,409.00",621.00,"5,203.00"
2015,3,San Luis,"12,902.00",317.00,"13,219.00"
2015,3,Santa Cruz,"25,912.00",359.00,"26,271.00"
2015,3,Santa Fe,"556,097.00",641.00,"556,738.00"
2015,3,Santiago Del Estero,"39,394.00",3.00,"39,397.00"
2015,3,Tierra Del Fuego,"33,118.00",619.00,"33,737.00"
2015,3,Tucumán,"144,272.00",42.00,"144,314.00"
2015,2,Buenos Aires,"2,871,079.00","12,711.00","2,883,790.00"
2015,2,Capital Federal,"1,336,391.00","9,893.00","1,346,284.00"
2015,2,Catamarca,"25,666.00",13.00,"25,679.00"
2015,2,Chaco,"83,832.00",16.00,"83,848.00"
2015,2,Chubut,"61,745.00",174.00,"63,485.00"
2015,2,Córdoba,"60,951.00",236.00,"609,746.00"
2015,2,Corrientes,"83,288.00",28.00,"83,316.00"
2015,2,Entre Ríos,"169,309.00",183.00,"169,492.00"
2015,2,Formosa,"27,013.00",37.00,"2,705.00"
2015,2,Jujuy,"3,772.00",2.00,"37,722.00"
2015,2,La Pampa,"63,552.00",500.00,"64,052.00"
2015,2,La Rioja,"16,491.00",18.00,"16,509.00"
2015,2,Mendoza,"169,259.00","1,564.00","170,823.00"
2015,2,Misiones,"88,512.00",7.00,"88,519.00"
2015,2,Neuquén,"95,644.00","2,241.00","97,885.00"
2015,2,Río Negro,"9,764.00","1,087.00","98,727.00"
2015,2,Salta,"98,264.00",3.00,"98,267.00"
2015,2,San Juan,"51,367.00",621.00,"51,988.00"
2015,2,San Luis,"12,904.00",317.00,"13,221.00"
2015,2,Santa Cruz,"25,384.00",379.00,"25,763.00"
2015,2,Santa Fe,"545,739.00",649.00,"546,388.00"
2015,2,Santiago Del Estero,"39,375.00",3.00,"39,378.00"
2015,2,Tierra Del Fuego,"3,296.00",619.00,"33,579.00"
2015,2,Tucumán,"140,635.00",42.00,"140,677.00"
2015,1,Buenos Aires,"2,847,076.00","14,766.00","2,861,842.00"
2015,1,Capital Federal,"1,321,139.00","11,582.00","1,332,721.00"
2015,1,Catamarca,"25,312.00",20.00,"25,332.00"
2015,1,Chaco,"81,329.00",31.00,"8,136.00"
2015,1,Chubut,"63,327.00","1,946.00","65,273.00"
2015,1,Córdoba,"596,663.00",294.00,"596,957.00"
2015,1,Corrientes,"81,488.00",43.00,"81,531.00"
2015,1,Entre Ríos,"165,839.00",231.00,"16,607.00"
2015,1,Formosa,"26,657.00",43.00,267.00
2015,1,Jujuy,"36,608.00",3.00,"36,611.00"
2015,1,La Pampa,"62,155.00",542.00,"62,697.00"
2015,1,La Rioja,"1,631.00",23.00,"16,333.00"
2015,1,Mendoza,"168,355.00","1,805.00","17,016.00"
2015,1,Misiones,"85,139.00",7.00,"85,146.00"
2015,1,Neuquén,"93,373.00","2,369.00","95,742.00"
2015,1,Río Negro,"96,145.00","1,188.00","97,333.00"
2015,1,Salta,"96,793.00",18.00,"96,811.00"
2015,1,San Juan,"51,117.00",702.00,"51,819.00"
2015,1,San Luis,"12,878.00",354.00,"13,232.00"
2015,1,Santa Cruz,"26,217.00",424.00,"26,641.00"
2015,1,Santa Fe,"53,564.00",797.00,"536,437.00"
2015,1,Santiago Del Estero,"39,244.00",8.00,"39,252.00"
2015,1,Tierra Del Fuego,"32,726.00",730.00,"33,456.00"
2015,1,Tucumán,"138,184.00",92.00,"138,276.00"
2014,4,Buenos Aires,"2,801,178.00","15,229.00","2,816,407.00"
2014,4,Capital Federal,"1,318,526.00","11,994.00","1,330,520.00"
2014,4,Catamarca,"25,472.00",21.00,"25,493.00"
2014,4,Chaco,"65,998.00",37.00,"66,035.00"
2014,4,Chubut,"66,557.00","1,985.00","68,542.00"
2014,4,Córdoba,"590,113.00",319.00,"590,432.00"
2014,4,Corrientes,"65,656.00",54.00,"6,571.00"
2014,4,Entre Ríos,"140,567.00",246.00,"140,813.00"
2014,4,Formosa,"26,156.00",51.00,"26,207.00"
2014,4,Jujuy,"35,999.00",3.00,"36,002.00"
2014,4,La Pampa,"56,813.00",567.00,"5,738.00"
2014,4,La Rioja,"16,379.00",23.00,"16,402.00"
2014,4,Mendoza,"167,766.00","1,848.00","169,614.00"
2014,4,Misiones,"77,222.00",7.00,"77,229.00"
2014,4,Neuquén,"92,999.00","2,397.00","95,396.00"
2014,4,Río Negro,"9,505.00",121.00,"9,626.00"
2014,4,Salta,"93,921.00",26.00,"93,947.00"
2014,4,San Juan,"5,139.00",729.00,"52,119.00"
2014,4,San Luis,"12,788.00",359.00,"13,147.00"
2014,4,Santa Cruz,"25,277.00",436.00,"25,713.00"
2014,4,Santa Fe,"528,459.00",938.00,"529,397.00"
2014,4,Santiago Del Estero,"39,308.00",9.00,"39,317.00"
2014,4,Tierra Del Fuego,"28,249.00",741.00,"2,899.00"
2014,4,Tucumán,"137,329.00",95.00,"137,424.00"
2014,3,Buenos Aires,"2,835,537.00","14,028.00","2,849,565.00"
2014,3,Capital Federal,"1,307,195.00","1,063.00","1,317,825.00"
2014,3,Catamarca,"24,665.00",21.00,"24,686.00"
2014,3,Chaco,"6,371.00",36.00,"63,746.00"
2014,3,Chubut,"6,713.00","2,007.00","69,137.00"
2014,3,Córdoba,"585,231.00",200.00,"585,431.00"
2014,3,Corrientes,"63,516.00",33.00,"63,549.00"
2014,3,Entre Ríos,"136,618.00",115.00,"136,733.00"
2014,3,Formosa,"25,873.00",64.00,"25,937.00"
2014,3,Jujuy,"33,739.00",2.00,"33,741.00"
2014,3,La Pampa,"61,861.00",564.00,"62,425.00"
2014,3,La Rioja,"15,893.00",23.00,"15,916.00"
2014,3,Mendoza,"166,184.00",174.00,"167,924.00"
2014,3,Misiones,"75,327.00",0.00,"75,327.00"
2014,3,Neuquén,"100,099.00","2,268.00","102,367.00"
2014,3,Río Negro,"96,629.00","1,151.00","9,778.00"
2014,3,Salta,"92,929.00",25.00,"92,954.00"
2014,3,San Juan,"51,031.00",748.00,"51,779.00"
2014,3,San Luis,"12,683.00",363.00,"13,046.00"
2014,3,Santa Cruz,"25,664.00",446.00,"2,611.00"
2014,3,Santa Fe,"520,196.00",691.00,"520,887.00"
2014,3,Santiago Del Estero,"37,539.00",9.00,"37,548.00"
2014,3,Tierra Del Fuego,"28,037.00",755.00,"28,792.00"
2014,3,Tucumán,"131,978.00",88.00,"132,066.00"
2014,2,Buenos Aires,"2,750,430.00","14,116.00","2,764,546.00"
2014,2,Capital Federal,"1,299,502.00","10,713.00","1,310,215.00"
2014,2,Catamarca,"2,466.00",23.00,"24,683.00"
2014,2,Chaco,"63,243.00",36.00,"63,279.00"
2014,2,Chubut,"68,503.00","2,016.00","70,519.00"
2014,2,Córdoba,"576,747.00",205.00,"576,952.00"
2014,2,Corrientes,"62,925.00",33.00,"62,958.00"
2014,2,Entre Ríos,"135,468.00",115.00,"135,583.00"
2014,2,Formosa,"25,535.00",65.00,256.00
2014,2,Jujuy,"34,359.00",2.00,"34,361.00"
2014,2,La Pampa,"55,048.00",580.00,"55,628.00"
2014,2,La Rioja,"15,889.00",23.00,"15,912.00"
2014,2,Mendoza,"165,046.00","1,761.00","166,807.00"
2014,2,Misiones,"74,689.00",0.00,"74,689.00"
2014,2,Neuquén,"90,053.00","2,235.00","92,288.00"
2014,2,Río Negro,"94,812.00","1,145.00","95,957.00"
2014,2,Salta,"91,949.00",25.00,"91,974.00"
2014,2,San Juan,"50,891.00",755.00,"51,646.00"
2014,2,San Luis,"12,691.00",364.00,"13,055.00"
2014,2,Santa Cruz,"2,671.00",459.00,"27,169.00"
2014,2,Santa Fe,"511,753.00",605.00,"512,358.00"
2014,2,Santiago Del Estero,"38,002.00",9.00,"38,011.00"
2014,2,Tierra Del Fuego,"27,443.00",766.00,"28,209.00"
2014,2,Tucumán,"131,981.00",88.00,"132,069.00"
2014,1,Buenos Aires,"2,725,732.00","14,144.00","2,739,876.00"
2014,1,Capital Federal,"1,289,204.00","10,714.00","1,299,918.00"
2014,1,Catamarca,"24,209.00",23.00,"24,232.00"
2014,1,Chaco,"6,252.00",36.00,"62,556.00"
2014,1,Chubut,"68,205.00","2,016.00","70,221.00"
2014,1,Córdoba,"566,705.00",205.00,"56,691.00"
2014,1,Corrientes,"62,203.00",33.00,"62,236.00"
2014,1,Entre Ríos,"134,216.00",115.00,"134,331.00"
2014,1,Formosa,"25,335.00",87.00,"25,422.00"
2014,1,Jujuy,"33,825.00",2.00,"33,827.00"
2014,1,La Pampa,"53,601.00",592.00,"54,193.00"
2014,1,La Rioja,"15,688.00",23.00,"15,711.00"
2014,1,Mendoza,"164,084.00","1,761.00","165,845.00"
2014,1,Misiones,"7,395.00",0.00,"7,395.00"
2014,1,Neuquén,"88,077.00","2,303.00","9,038.00"
2014,1,Río Negro,"93,909.00","1,157.00","95,066.00"
2014,1,Salta,"91,265.00",25.00,"9,129.00"
2014,1,San Juan,"50,543.00",755.00,"51,298.00"
2014,1,San Luis,"12,193.00",364.00,"12,557.00"
2014,1,Santa Cruz,"26,304.00",460.00,"26,764.00"
2014,1,Santa Fe,506.00,612.00,"506,612.00"
2014,1,Santiago Del Estero,"37,124.00",9.00,"37,133.00"
2014,1,Tierra Del Fuego,"27,272.00",766.00,"28,038.00"
2014,1,Tucumán,"129,944.00",88.00,"130,032.00"